OBJECTID,pointid,grid_code,POINT_X,POINT_Y,POINT_Z
7465,7465,8,250806.3457,742728.3401,-122
7466,7466,7,250818.8457,742728.3401,-124
7467,7467,7,250831.3457,742728.3401,-126
7512,7512,8,250406.3457,742715.8401,-61
7513,7513,8,250418.8457,742715.8401,-63
7514,7514,8,250431.3457,742715.8401,-65
7515,7515,8,250443.8457,742715.8401,-66
7516,7516,8,250456.3457,742715.8401,-68
7517,7517,8,250468.8457,742715.8401,-69
7518,7518,8,250481.3457,742715.8401,-68
7519,7519,8,250493.8457,742715.8401,-66
7520,7520,8,250506.3457,742715.8401,-65
7521,7521,8,250518.8457,742715.8401,-70
7522,7522,8,250531.3457,742715.8401,-70
7523,7523,8,250543.8457,742715.8401,-70
7524,7524,8,250556.3457,742715.8401,-71
7525,7525,8,250568.8457,742715.8401,-74
7526,7526,8,250581.3457,742715.8401,-79
7527,7527,8,250593.8457,742715.8401,-82
7528,7528,8,250606.3457,742715.8401,-85
7529,7529,8,250618.8457,742715.8401,-88
7530,7530,8,250631.3457,742715.8401,-91
7531,7531,8,250643.8457,742715.8401,-95
7532,7532,8,250656.3457,742715.8401,-99
7541,7541,7,250768.8457,742715.8401,-119
7542,7542,8,250781.3457,742715.8401,-119
7543,7543,8,250793.8457,742715.8401,-119
7544,7544,8,250806.3457,742715.8401,-120
7545,7545,8,250818.8457,742715.8401,-122
7546,7546,7,250831.3457,742715.8401,-125
7591,7591,8,250406.3457,742703.3401,-53
7592,7592,8,250418.8457,742703.3401,-55
7593,7593,8,250431.3457,742703.3401,-56
7594,7594,8,250443.8457,742703.3401,-58
7595,7595,8,250456.3457,742703.3401,-60
7596,7596,8,250468.8457,742703.3401,-60
7597,7597,8,250481.3457,742703.3401,-60
7598,7598,8,250493.8457,742703.3401,-58
7599,7599,8,250506.3457,742703.3401,-57
7600,7600,8,250518.8457,742703.3401,-64
7601,7601,8,250531.3457,742703.3401,-64
7602,7602,8,250543.8457,742703.3401,-64
7603,7603,8,250556.3457,742703.3401,-65
7604,7604,8,250568.8457,742703.3401,-68
7605,7605,8,250581.3457,742703.3401,-72
7606,7606,8,250593.8457,742703.3401,-76
7607,7607,8,250606.3457,742703.3401,-79
7608,7608,8,250618.8457,742703.3401,-83
7609,7609,8,250631.3457,742703.3401,-87
7610,7610,8,250643.8457,742703.3401,-91
7611,7611,8,250656.3457,742703.3401,-97
7619,7619,7,250756.3457,742703.3401,-116
7620,7620,8,250768.8457,742703.3401,-116
7621,7621,8,250781.3457,742703.3401,-116
7622,7622,8,250793.8457,742703.3401,-116
7623,7623,8,250806.3457,742703.3401,-118
7624,7624,8,250818.8457,742703.3401,-120
7625,7625,8,250831.3457,742703.3401,-123
7670,7670,8,250418.8457,742690.8401,-46
7671,7671,8,250431.3457,742690.8401,-47
7672,7672,8,250443.8457,742690.8401,-49
7673,7673,8,250456.3457,742690.8401,-51
7674,7674,8,250468.8457,742690.8401,-51
7675,7675,8,250481.3457,742690.8401,-51
7676,7676,8,250493.8457,742690.8401,-50
7677,7677,8,250506.3457,742690.8401,-50
7678,7678,8,250518.8457,742690.8401,-57
7679,7679,8,250531.3457,742690.8401,-57
7680,7680,8,250543.8457,742690.8401,-59
7681,7681,8,250556.3457,742690.8401,-61
7682,7682,8,250568.8457,742690.8401,-63
7683,7683,8,250581.3457,742690.8401,-67
7684,7684,8,250593.8457,742690.8401,-71
7685,7685,8,250606.3457,742690.8401,-74
7686,7686,8,250618.8457,742690.8401,-79
7687,7687,8,250631.3457,742690.8401,-83
7688,7688,8,250643.8457,742690.8401,-88
7689,7689,8,250656.3457,742690.8401,-94
7690,7690,8,250668.8457,742690.8401,-100
7696,7696,7,250743.8457,742690.8401,-113
7697,7697,8,250756.3457,742690.8401,-114
7698,7698,8,250768.8457,742690.8401,-114
7699,7699,8,250781.3457,742690.8401,-114
7700,7700,8,250793.8457,742690.8401,-114
7701,7701,8,250806.3457,742690.8401,-116
7702,7702,8,250818.8457,742690.8401,-119
7703,7703,8,250831.3457,742690.8401,-122
7748,7748,8,250418.8457,742678.3401,-36
7749,7749,8,250431.3457,742678.3401,-39
7750,7750,8,250443.8457,742678.3401,-40
7751,7751,8,250456.3457,742678.3401,-42
7752,7752,8,250468.8457,742678.3401,-43
7753,7753,8,250481.3457,742678.3401,-43
7754,7754,8,250493.8457,742678.3401,-43
7755,7755,8,250506.3457,742678.3401,-44
7756,7756,8,250518.8457,742678.3401,-50
7757,7757,8,250531.3457,742678.3401,-51
7758,7758,8,250543.8457,742678.3401,-54
7759,7759,8,250556.3457,742678.3401,-57
7760,7760,8,250568.8457,742678.3401,-60
7761,7761,8,250581.3457,742678.3401,-63
7762,7762,8,250593.8457,742678.3401,-67
7763,7763,8,250606.3457,742678.3401,-71
7764,7764,8,250618.8457,742678.3401,-75
7765,7765,8,250631.3457,742678.3401,-80
7766,7766,8,250643.8457,742678.3401,-86
7767,7767,8,250656.3457,742678.3401,-92
7768,7768,8,250668.8457,742678.3401,-98
7769,7769,7,250681.3457,742678.3401,-103
7772,7772,7,250718.8457,742678.3401,-109
7773,7773,8,250731.3457,742678.3401,-110
7774,7774,8,250743.8457,742678.3401,-111
7775,7775,8,250756.3457,742678.3401,-112
7776,7776,8,250768.8457,742678.3401,-112
7778,7778,8,250793.8457,742678.3401,-113
7779,7779,8,250806.3457,742678.3401,-114
7780,7780,8,250818.8457,742678.3401,-117
7781,7781,8,250831.3457,742678.3401,-120
7827,7827,8,250418.8457,742665.8401,-27
7828,7828,8,250431.3457,742665.8401,-30
7829,7829,8,250443.8457,742665.8401,-32
7830,7830,8,250456.3457,742665.8401,-33
7831,7831,8,250468.8457,742665.8401,-34
7832,7832,8,250481.3457,742665.8401,-35
7833,7833,8,250493.8457,742665.8401,-36
7834,7834,8,250506.3457,742665.8401,-38
7835,7835,8,250518.8457,742665.8401,-45
7836,7836,8,250531.3457,742665.8401,-47
7837,7837,8,250543.8457,742665.8401,-50
7838,7838,8,250556.3457,742665.8401,-55
7839,7839,8,250568.8457,742665.8401,-58
7840,7840,8,250581.3457,742665.8401,-62
7841,7841,8,250593.8457,742665.8401,-66
7842,7842,8,250606.3457,742665.8401,-70
7843,7843,8,250618.8457,742665.8401,-75
7844,7844,8,250631.3457,742665.8401,-79
7845,7845,8,250643.8457,742665.8401,-85
7846,7846,8,250656.3457,742665.8401,-90
7847,7847,8,250668.8457,742665.8401,-96
7848,7848,8,250681.3457,742665.8401,-101
7849,7849,7,250693.8457,742665.8401,-104
7850,7850,7,250706.3457,742665.8401,-106
7851,7851,8,250718.8457,742665.8401,-107
7852,7852,8,250731.3457,742665.8401,-108
7853,7853,8,250743.8457,742665.8401,-108
7854,7854,8,250756.3457,742665.8401,-109
7855,7855,8,250768.8457,742665.8401,-110
7856,7856,8,250781.3457,742665.8401,-111
7857,7857,8,250793.8457,742665.8401,-111
7858,7858,8,250806.3457,742665.8401,-113
7859,7859,8,250818.8457,742665.8401,-114
7860,7860,8,250831.3457,742665.8401,-117
7861,7861,8,250843.8457,742665.8401,-121
7906,7906,8,250418.8457,742653.3401,-20
7907,7907,8,250431.3457,742653.3401,-23
7908,7908,8,250443.8457,742653.3401,-25
7909,7909,8,250456.3457,742653.3401,-26
7910,7910,8,250468.8457,742653.3401,-28
7911,7911,8,250481.3457,742653.3401,-29
7912,7912,8,250493.8457,742653.3401,-31
7913,7913,8,250506.3457,742653.3401,-33
7914,7914,8,250518.8457,742653.3401,-40
7915,7915,8,250531.3457,742653.3401,-43
7916,7916,8,250543.8457,742653.3401,-48
7917,7917,8,250556.3457,742653.3401,-53
7918,7918,8,250568.8457,742653.3401,-58
7922,7922,7,250618.8457,742653.3401,-75
7924,7924,8,250643.8457,742653.3401,-84
7925,7925,8,250656.3457,742653.3401,-89
7926,7926,8,250668.8457,742653.3401,-95
7927,7927,8,250681.3457,742653.3401,-99
7928,7928,8,250693.8457,742653.3401,-102
7929,7929,8,250706.3457,742653.3401,-103
7930,7930,8,250718.8457,742653.3401,-104
7931,7931,8,250731.3457,742653.3401,-105
7932,7932,8,250743.8457,742653.3401,-106
7933,7933,8,250756.3457,742653.3401,-107
7934,7934,8,250768.8457,742653.3401,-108
7935,7935,8,250781.3457,742653.3401,-109
7936,7936,8,250793.8457,742653.3401,-110
7937,7937,8,250806.3457,742653.3401,-111
7938,7938,8,250818.8457,742653.3401,-111
7939,7939,8,250831.3457,742653.3401,-114
7940,7940,8,250843.8457,742653.3401,-118
7941,7941,7,250856.3457,742653.3401,-123
7985,7985,8,250418.8457,742640.8401,-15
7986,7986,8,250431.3457,742640.8401,-17
7987,7987,8,250443.8457,742640.8401,-19
7988,7988,8,250456.3457,742640.8401,-22
7989,7989,8,250468.8457,742640.8401,-24
7990,7990,8,250481.3457,742640.8401,-25
7991,7991,8,250493.8457,742640.8401,-27
7992,7992,8,250506.3457,742640.8401,-29
7993,7993,8,250518.8457,742640.8401,-36
7994,7994,8,250531.3457,742640.8401,-40
7995,7995,8,250543.8457,742640.8401,-46
7996,7996,7,250556.3457,742640.8401,-53
7997,7997,8,250568.8457,742640.8401,-58
8003,8003,8,250643.8457,742640.8401,-83
8004,8004,8,250656.3457,742640.8401,-87
8005,8005,8,250668.8457,742640.8401,-92
8006,8006,8,250681.3457,742640.8401,-97
8007,8007,8,250693.8457,742640.8401,-99
8008,8008,8,250706.3457,742640.8401,-101
8009,8009,8,250718.8457,742640.8401,-102
8010,8010,8,250731.3457,742640.8401,-102
8011,8011,8,250743.8457,742640.8401,-103
8012,8012,8,250756.3457,742640.8401,-105
8013,8013,8,250768.8457,742640.8401,-106
8014,8014,8,250781.3457,742640.8401,-107
8015,8015,8,250793.8457,742640.8401,-108
8016,8016,8,250806.3457,742640.8401,-108
8017,8017,8,250818.8457,742640.8401,-108
8018,8018,8,250831.3457,742640.8401,-110
8019,8019,8,250843.8457,742640.8401,-114
8020,8020,8,250856.3457,742640.8401,-119
8064,8064,8,250418.8457,742628.3401,-11
8065,8065,8,250431.3457,742628.3401,-13
8066,8066,8,250443.8457,742628.3401,-15
8067,8067,8,250456.3457,742628.3401,-18
8068,8068,8,250468.8457,742628.3401,-21
8069,8069,8,250481.3457,742628.3401,-23
8070,8070,8,250493.8457,742628.3401,-24
8071,8071,8,250506.3457,742628.3401,-27
8072,8072,8,250518.8457,742628.3401,-33
8073,8073,8,250531.3457,742628.3401,-37
8074,8074,8,250543.8457,742628.3401,-45
8075,8075,8,250556.3457,742628.3401,-52
8081,8081,7,250631.3457,742628.3401,-80
8082,8082,7,250643.8457,742628.3401,-83
8083,8083,8,250656.3457,742628.3401,-86
8084,8084,8,250668.8457,742628.3401,-90
8085,8085,8,250681.3457,742628.3401,-94
8086,8086,8,250693.8457,742628.3401,-96
8087,8087,8,250706.3457,742628.3401,-98
8088,8088,8,250718.8457,742628.3401,-99
8089,8089,8,250731.3457,742628.3401,-100
8090,8090,8,250743.8457,742628.3401,-100
8091,8091,8,250756.3457,742628.3401,-101
8092,8092,8,250768.8457,742628.3401,-102
8093,8093,8,250781.3457,742628.3401,-103
8094,8094,8,250793.8457,742628.3401,-104
8095,8095,8,250806.3457,742628.3401,-105
8096,8096,8,250818.8457,742628.3401,-105
8097,8097,8,250831.3457,742628.3401,-106
8098,8098,8,250843.8457,742628.3401,-110
8099,8099,8,250856.3457,742628.3401,-114
8100,8100,8,250868.8457,742628.3401,-119
8101,8101,7,250881.3457,742628.3401,-124
8143,8143,8,250418.8457,742615.8401,-6
8144,8144,8,250431.3457,742615.8401,-9
8145,8145,8,250443.8457,742615.8401,-12
8146,8146,8,250456.3457,742615.8401,-16
8147,8147,8,250468.8457,742615.8401,-19
8148,8148,8,250481.3457,742615.8401,-21
8149,8149,8,250493.8457,742615.8401,-22
8150,8150,8,250506.3457,742615.8401,-26
8151,8151,8,250518.8457,742615.8401,-31
8152,8152,8,250531.3457,742615.8401,-36
8153,8153,8,250543.8457,742615.8401,-44
8154,8154,8,250556.3457,742615.8401,-52
8160,8160,7,250631.3457,742615.8401,-80
8161,8161,8,250643.8457,742615.8401,-82
8162,8162,8,250656.3457,742615.8401,-85
8163,8163,8,250668.8457,742615.8401,-88
8164,8164,8,250681.3457,742615.8401,-90
8165,8165,8,250693.8457,742615.8401,-93
8166,8166,8,250706.3457,742615.8401,-96
8167,8167,8,250718.8457,742615.8401,-97
8168,8168,8,250731.3457,742615.8401,-97
8169,8169,8,250743.8457,742615.8401,-97
8170,8170,8,250756.3457,742615.8401,-98
8171,8171,8,250768.8457,742615.8401,-99
8172,8172,8,250781.3457,742615.8401,-100
8173,8173,8,250793.8457,742615.8401,-101
8174,8174,8,250806.3457,742615.8401,-101
8175,8175,8,250818.8457,742615.8401,-101
8176,8176,8,250831.3457,742615.8401,-102
8177,8177,8,250843.8457,742615.8401,-105
8178,8178,8,250856.3457,742615.8401,-108
8179,8179,8,250868.8457,742615.8401,-112
8180,8180,8,250881.3457,742615.8401,-118
8181,8181,7,250893.8457,742615.8401,-123
8223,8223,8,250418.8457,742603.3401,-2
8224,8224,8,250431.3457,742603.3401,-6
8225,8225,8,250443.8457,742603.3401,-10
8226,8226,8,250456.3457,742603.3401,-15
8227,8227,8,250468.8457,742603.3401,-18
8230,8230,8,250506.3457,742603.3401,-26
8231,8231,8,250518.8457,742603.3401,-31
8232,8232,8,250531.3457,742603.3401,-37
8233,8233,8,250543.8457,742603.3401,-44
8234,8234,8,250556.3457,742603.3401,-53
8240,8240,7,250631.3457,742603.3401,-79
8241,8241,8,250643.8457,742603.3401,-81
8242,8242,8,250656.3457,742603.3401,-83
8243,8243,8,250668.8457,742603.3401,-85
8244,8244,8,250681.3457,742603.3401,-87
8245,8245,8,250693.8457,742603.3401,-90
8246,8246,8,250706.3457,742603.3401,-93
8247,8247,8,250718.8457,742603.3401,-94
8248,8248,8,250731.3457,742603.3401,-94
8249,8249,8,250743.8457,742603.3401,-94
8250,8250,8,250756.3457,742603.3401,-95
8251,8251,8,250768.8457,742603.3401,-95
8252,8252,8,250781.3457,742603.3401,-96
8253,8253,8,250793.8457,742603.3401,-97
8254,8254,8,250806.3457,742603.3401,-98
8255,8255,8,250818.8457,742603.3401,-97
8256,8256,8,250831.3457,742603.3401,-98
8257,8257,8,250843.8457,742603.3401,-99
8258,8258,8,250856.3457,742603.3401,-100
8259,8259,8,250868.8457,742603.3401,-104
8260,8260,8,250881.3457,742603.3401,-109
8261,8261,8,250893.8457,742603.3401,-115
8262,8262,8,250906.3457,742603.3401,-121
8263,8263,7,250918.8457,742603.3401,-126
8303,8303,8,250418.8457,742590.8401,1
8304,8304,8,250431.3457,742590.8401,-4
8305,8305,8,250443.8457,742590.8401,-9
8306,8306,8,250456.3457,742590.8401,-14
8310,8310,8,250506.3457,742590.8401,-26
8313,8313,7,250543.8457,742590.8401,-45
8314,8314,8,250556.3457,742590.8401,-53
8319,8319,8,250618.8457,742590.8401,-76
8320,8320,8,250631.3457,742590.8401,-77
8321,8321,8,250643.8457,742590.8401,-79
8322,8322,8,250656.3457,742590.8401,-80
8323,8323,8,250668.8457,742590.8401,-82
8324,8324,8,250681.3457,742590.8401,-84
8325,8325,8,250693.8457,742590.8401,-87
8326,8326,8,250706.3457,742590.8401,-90
8327,8327,8,250718.8457,742590.8401,-91
8328,8328,8,250731.3457,742590.8401,-91
8329,8329,8,250743.8457,742590.8401,-91
8330,8330,8,250756.3457,742590.8401,-92
8331,8331,8,250768.8457,742590.8401,-92
8332,8332,8,250781.3457,742590.8401,-93
8333,8333,8,250793.8457,742590.8401,-94
8334,8334,8,250806.3457,742590.8401,-94
8335,8335,8,250818.8457,742590.8401,-94
8336,8336,8,250831.3457,742590.8401,-93
8337,8337,8,250843.8457,742590.8401,-92
8338,8338,8,250856.3457,742590.8401,-92
8339,8339,8,250868.8457,742590.8401,-95
8340,8340,8,250881.3457,742590.8401,-100
8341,8341,8,250893.8457,742590.8401,-105
8342,8342,8,250906.3457,742590.8401,-112
8343,8343,8,250918.8457,742590.8401,-118
8344,8344,8,250931.3457,742590.8401,-121
8345,8345,8,250943.8457,742590.8401,-123
8346,8346,7,250956.3457,742590.8401,-130
8383,8383,8,250418.8457,742578.3401,4
8384,8384,8,250431.3457,742578.3401,-3
8385,8385,8,250443.8457,742578.3401,-9
8386,8386,8,250456.3457,742578.3401,-13
8391,8391,7,250518.8457,742578.3401,-32
8392,8392,7,250531.3457,742578.3401,-39
8393,8393,8,250543.8457,742578.3401,-46
8394,8394,8,250556.3457,742578.3401,-52
8395,8395,7,250568.8457,742578.3401,-59
8398,8398,7,250606.3457,742578.3401,-72
8399,8399,8,250618.8457,742578.3401,-74
8400,8400,8,250631.3457,742578.3401,-76
8401,8401,8,250643.8457,742578.3401,-77
8402,8402,8,250656.3457,742578.3401,-79
8403,8403,8,250668.8457,742578.3401,-80
8404,8404,8,250681.3457,742578.3401,-81
8405,8405,8,250693.8457,742578.3401,-84
8406,8406,8,250706.3457,742578.3401,-87
8407,8407,8,250718.8457,742578.3401,-88
8408,8408,8,250731.3457,742578.3401,-88
8409,8409,8,250743.8457,742578.3401,-88
8410,8410,8,250756.3457,742578.3401,-89
8411,8411,8,250768.8457,742578.3401,-89
8412,8412,8,250781.3457,742578.3401,-90
8413,8413,8,250793.8457,742578.3401,-91
8414,8414,8,250806.3457,742578.3401,-91
8415,8415,8,250818.8457,742578.3401,-90
8416,8416,8,250831.3457,742578.3401,-90
8417,8417,8,250843.8457,742578.3401,-88
8418,8418,8,250856.3457,742578.3401,-87
8419,8419,8,250868.8457,742578.3401,-89
8420,8420,8,250881.3457,742578.3401,-93
8421,8421,8,250893.8457,742578.3401,-98
8422,8422,8,250906.3457,742578.3401,-104
8423,8423,8,250918.8457,742578.3401,-110
8424,8424,8,250931.3457,742578.3401,-113
8425,8425,8,250943.8457,742578.3401,-115
8426,8426,8,250956.3457,742578.3401,-123
8463,8463,8,250418.8457,742565.8401,7
8464,8464,8,250431.3457,742565.8401,-2
8465,8465,8,250443.8457,742565.8401,-8
8471,8471,7,250518.8457,742565.8401,-33
8472,8472,8,250531.3457,742565.8401,-39
8473,8473,8,250543.8457,742565.8401,-45
8474,8474,8,250556.3457,742565.8401,-52
8475,8475,8,250568.8457,742565.8401,-57
8476,8476,8,250581.3457,742565.8401,-62
8477,8477,8,250593.8457,742565.8401,-66
8478,8478,8,250606.3457,742565.8401,-70
8479,8479,8,250618.8457,742565.8401,-73
8480,8480,8,250631.3457,742565.8401,-75
8481,8481,8,250643.8457,742565.8401,-76
8482,8482,8,250656.3457,742565.8401,-77
8483,8483,8,250668.8457,742565.8401,-78
8484,8484,8,250681.3457,742565.8401,-79
8485,8485,8,250693.8457,742565.8401,-81
8486,8486,8,250706.3457,742565.8401,-83
8487,8487,8,250718.8457,742565.8401,-84
8488,8488,8,250731.3457,742565.8401,-85
8489,8489,8,250743.8457,742565.8401,-86
8490,8490,8,250756.3457,742565.8401,-87
8491,8491,8,250768.8457,742565.8401,-87
8492,8492,8,250781.3457,742565.8401,-88
8493,8493,8,250793.8457,742565.8401,-89
8494,8494,8,250806.3457,742565.8401,-89
8495,8495,8,250818.8457,742565.8401,-87
8496,8496,8,250831.3457,742565.8401,-86
8497,8497,8,250843.8457,742565.8401,-85
8498,8498,8,250856.3457,742565.8401,-84
8499,8499,8,250868.8457,742565.8401,-85
8500,8500,8,250881.3457,742565.8401,-88
8501,8501,8,250893.8457,742565.8401,-91
8502,8502,8,250906.3457,742565.8401,-97
8503,8503,8,250918.8457,742565.8401,-102
8504,8504,8,250931.3457,742565.8401,-105
8505,8505,8,250943.8457,742565.8401,-108
8506,8506,8,250956.3457,742565.8401,-117
8543,8543,8,250418.8457,742553.3401,8
8544,8544,8,250431.3457,742553.3401,-1
8545,8545,7,250443.8457,742553.3401,-8
8551,8551,8,250518.8457,742553.3401,-33
8552,8552,8,250531.3457,742553.3401,-39
8553,8553,8,250543.8457,742553.3401,-45
8554,8554,8,250556.3457,742553.3401,-51
8555,8555,8,250568.8457,742553.3401,-55
8556,8556,8,250581.3457,742553.3401,-59
8557,8557,8,250593.8457,742553.3401,-63
8558,8558,8,250606.3457,742553.3401,-67
8559,8559,8,250618.8457,742553.3401,-70
8560,8560,8,250631.3457,742553.3401,-72
8561,8561,8,250643.8457,742553.3401,-74
8562,8562,8,250656.3457,742553.3401,-75
8564,8564,8,250681.3457,742553.3401,-78
8565,8565,8,250693.8457,742553.3401,-79
8566,8566,8,250706.3457,742553.3401,-80
8567,8567,8,250718.8457,742553.3401,-82
8568,8568,8,250731.3457,742553.3401,-83
8569,8569,8,250743.8457,742553.3401,-84
8570,8570,8,250756.3457,742553.3401,-85
8571,8571,8,250768.8457,742553.3401,-86
8572,8572,8,250781.3457,742553.3401,-86
8573,8573,8,250793.8457,742553.3401,-87
8574,8574,8,250806.3457,742553.3401,-86
8575,8575,8,250818.8457,742553.3401,-84
8576,8576,8,250831.3457,742553.3401,-83
8577,8577,8,250843.8457,742553.3401,-81
8578,8578,8,250856.3457,742553.3401,-80
8579,8579,8,250868.8457,742553.3401,-80
8580,8580,8,250881.3457,742553.3401,-82
8581,8581,8,250893.8457,742553.3401,-85
8582,8582,8,250906.3457,742553.3401,-89
8583,8583,8,250918.8457,742553.3401,-93
8584,8584,8,250931.3457,742553.3401,-96
8585,8585,8,250943.8457,742553.3401,-101
8586,8586,8,250956.3457,742553.3401,-110
8587,8587,8,250968.8457,742553.3401,-123
8623,8623,8,250418.8457,742540.8401,9
8624,8624,7,250443.8457,742540.8401,-8
8631,8631,8,250531.3457,742540.8401,-39
8632,8632,8,250543.8457,742540.8401,-45
8633,8633,8,250556.3457,742540.8401,-50
8634,8634,8,250568.8457,742540.8401,-54
8635,8635,8,250581.3457,742540.8401,-57
8636,8636,8,250593.8457,742540.8401,-60
8637,8637,8,250606.3457,742540.8401,-64
8638,8638,8,250618.8457,742540.8401,-67
8639,8639,8,250631.3457,742540.8401,-69
8640,8640,8,250643.8457,742540.8401,-71
8641,8641,8,250656.3457,742540.8401,-73
8642,8642,8,250668.8457,742540.8401,-75
8643,8643,8,250681.3457,742540.8401,-76
8644,8644,8,250693.8457,742540.8401,-77
8645,8645,8,250706.3457,742540.8401,-78
8646,8646,8,250718.8457,742540.8401,-80
8647,8647,8,250731.3457,742540.8401,-82
8651,8651,7,250781.3457,742540.8401,-85
8652,8652,8,250793.8457,742540.8401,-85
8654,8654,7,250818.8457,742540.8401,-82
8655,8655,8,250831.3457,742540.8401,-80
8656,8656,8,250843.8457,742540.8401,-78
8657,8657,8,250856.3457,742540.8401,-76
8658,8658,8,250868.8457,742540.8401,-76
8659,8659,8,250881.3457,742540.8401,-76
8660,8660,8,250893.8457,742540.8401,-77
8661,8661,8,250906.3457,742540.8401,-80
8662,8662,8,250918.8457,742540.8401,-83
8663,8663,8,250931.3457,742540.8401,-88
8664,8664,8,250943.8457,742540.8401,-94
8665,8665,8,250956.3457,742540.8401,-102
8666,8666,8,250968.8457,742540.8401,-113
8667,8667,8,250981.3457,742540.8401,-124
8703,8703,8,250418.8457,742528.3401,10
8704,8704,8,250443.8457,742528.3401,-7
8710,8710,7,250518.8457,742528.3401,-34
8711,8711,8,250531.3457,742528.3401,-39
8712,8712,8,250543.8457,742528.3401,-44
8713,8713,8,250556.3457,742528.3401,-49
8714,8714,8,250568.8457,742528.3401,-53
8715,8715,8,250581.3457,742528.3401,-55
8716,8716,8,250593.8457,742528.3401,-57
8717,8717,8,250606.3457,742528.3401,-60
8718,8718,8,250618.8457,742528.3401,-63
8719,8719,8,250631.3457,742528.3401,-66
8720,8720,8,250643.8457,742528.3401,-68
8721,8721,8,250656.3457,742528.3401,-71
8722,8722,8,250668.8457,742528.3401,-73
8723,8723,7,250681.3457,742528.3401,-75
8724,8724,7,250693.8457,742528.3401,-76
8725,8725,8,250706.3457,742528.3401,-77
8726,8726,8,250718.8457,742528.3401,-79
8732,8732,8,250793.8457,742528.3401,-83
8733,8733,7,250806.3457,742528.3401,-81
8734,8734,8,250818.8457,742528.3401,-79
8735,8735,8,250831.3457,742528.3401,-76
8736,8736,8,250843.8457,742528.3401,-74
8737,8737,8,250856.3457,742528.3401,-71
8738,8738,8,250868.8457,742528.3401,-70
8739,8739,8,250881.3457,742528.3401,-69
8740,8740,8,250893.8457,742528.3401,-70
8741,8741,8,250906.3457,742528.3401,-71
8742,8742,8,250918.8457,742528.3401,-73
8743,8743,8,250931.3457,742528.3401,-79
8744,8744,8,250943.8457,742528.3401,-86
8745,8745,8,250956.3457,742528.3401,-94
8746,8746,8,250968.8457,742528.3401,-102
8747,8747,8,250981.3457,742528.3401,-111
8748,8748,8,250993.8457,742528.3401,-124
8783,8783,8,250418.8457,742515.8401,11
8784,8784,8,250431.3457,742515.8401,1
8785,8785,8,250443.8457,742515.8401,-7
8791,8791,7,250518.8457,742515.8401,-34
8792,8792,8,250531.3457,742515.8401,-39
8793,8793,8,250543.8457,742515.8401,-44
8794,8794,7,250556.3457,742515.8401,-49
8795,8795,8,250568.8457,742515.8401,-51
8796,8796,8,250581.3457,742515.8401,-53
8797,8797,8,250593.8457,742515.8401,-55
8798,8798,8,250606.3457,742515.8401,-56
8799,8799,8,250618.8457,742515.8401,-58
8800,8800,8,250631.3457,742515.8401,-62
8801,8801,8,250643.8457,742515.8401,-65
8802,8802,8,250656.3457,742515.8401,-68
8803,8803,8,250668.8457,742515.8401,-71
8804,8804,8,250681.3457,742515.8401,-73
8815,8815,8,250818.8457,742515.8401,-75
8816,8816,8,250831.3457,742515.8401,-71
8817,8817,8,250843.8457,742515.8401,-68
8818,8818,8,250856.3457,742515.8401,-65
8819,8819,8,250868.8457,742515.8401,-63
8820,8820,8,250881.3457,742515.8401,-62
8821,8821,8,250893.8457,742515.8401,-62
8822,8822,8,250906.3457,742515.8401,-63
8823,8823,8,250918.8457,742515.8401,-66
8824,8824,8,250931.3457,742515.8401,-71
8825,8825,8,250943.8457,742515.8401,-78
8826,8826,8,250956.3457,742515.8401,-84
8827,8827,8,250968.8457,742515.8401,-90
8828,8828,8,250981.3457,742515.8401,-99
8829,8829,8,250993.8457,742515.8401,-110
8830,8830,8,251006.3457,742515.8401,-122
8831,8831,7,251018.8457,742515.8401,-133
8864,8864,8,250431.3457,742503.3401,2
8865,8865,8,250443.8457,742503.3401,-7
8873,8873,8,250543.8457,742503.3401,-44
8874,8874,7,250556.3457,742503.3401,-48
8875,8875,8,250568.8457,742503.3401,-50
8876,8876,8,250581.3457,742503.3401,-52
8877,8877,8,250593.8457,742503.3401,-53
8878,8878,8,250606.3457,742503.3401,-53
8879,8879,8,250618.8457,742503.3401,-54
8880,8880,8,250631.3457,742503.3401,-57
8881,8881,8,250643.8457,742503.3401,-61
8882,8882,8,250656.3457,742503.3401,-65
8883,8883,8,250668.8457,742503.3401,-68
8884,8884,8,250681.3457,742503.3401,-71
8894,8894,8,250806.3457,742503.3401,-75
8895,8895,8,250818.8457,742503.3401,-70
8896,8896,8,250831.3457,742503.3401,-65
8897,8897,8,250843.8457,742503.3401,-61
8898,8898,8,250856.3457,742503.3401,-57
8899,8899,8,250868.8457,742503.3401,-54
8900,8900,8,250881.3457,742503.3401,-53
8901,8901,8,250893.8457,742503.3401,-54
8902,8902,8,250906.3457,742503.3401,-56
8903,8903,8,250918.8457,742503.3401,-59
8904,8904,8,250931.3457,742503.3401,-63
8905,8905,8,250943.8457,742503.3401,-69
8906,8906,8,250956.3457,742503.3401,-74
8907,8907,8,250968.8457,742503.3401,-79
8908,8908,8,250981.3457,742503.3401,-86
8909,8909,8,250993.8457,742503.3401,-95
8910,8910,8,251006.3457,742503.3401,-105
8911,8911,8,251018.8457,742503.3401,-118
8912,8912,7,251031.3457,742503.3401,-131
8944,8944,8,250431.3457,742490.8401,3
