OBJECTID,pointid,grid_code,POINT_X,POINT_Y,POINT_Z
328,328,17,222964.418701171875000,632542.611816406250000,759.000000000000000
329,329,17,222976.837890625000000,632542.611816406250000,761.000000000000000
330,330,20,222989.257080078125000,632542.611816406250000,762.000000000000000
331,331,22,223001.676391601562500,632542.611816406250000,763.000000000000000
332,332,22,223014.095581054687500,632542.611816406250000,764.000000000000000
333,333,22,223026.514770507812500,632542.611816406250000,766.000000000000000
334,334,22,223038.933959960937500,632542.611816406250000,766.000000000000000
335,335,18,223051.353149414062500,632542.611816406250000,767.000000000000000
336,336,12,223063.772460937500000,632542.611816406250000,768.000000000000000
337,337,14,223076.191650390625000,632542.611816406250000,769.000000000000000
338,338,13,223088.610839843750000,632542.611816406250000,770.000000000000000
339,339,8,223101.030029296875000,632542.611816406250000,770.000000000000000
340,340,4,223113.449218750000000,632542.611816406250000,769.000000000000000
341,341,4,223125.868530273437500,632542.611816406250000,770.000000000000000
342,342,4,223138.287719726562500,632542.611816406250000,770.000000000000000
343,343,4,223150.706909179687500,632542.611816406250000,771.000000000000000
344,344,5,223163.126220703125000,632542.611816406250000,773.000000000000000
345,345,6,223175.545410156250000,632542.611816406250000,775.000000000000000
346,346,6,223187.964599609375000,632542.611816406250000,776.000000000000000
347,347,6,223200.383911132812500,632542.611816406250000,778.000000000000000
348,348,8,223212.803100585937500,632542.611816406250000,779.000000000000000
349,349,8,223225.222290039062500,632542.611816406250000,780.000000000000000
350,350,8,223237.641479492187500,632542.611816406250000,781.000000000000000
351,351,8,223250.060668945312500,632542.611816406250000,782.000000000000000
352,352,8,223262.479980468750000,632542.611816406250000,783.000000000000000
353,353,8,223274.899169921875000,632542.611816406250000,784.000000000000000
354,354,8,223287.318359375000000,632542.611816406250000,786.000000000000000
355,355,8,223299.737548828125000,632542.611816406250000,788.000000000000000
356,356,10,223312.156738281250000,632542.611816406250000,790.000000000000000
357,357,12,223324.575927734375000,632542.611816406250000,792.000000000000000
358,358,12,223336.995239257812500,632542.611816406250000,794.000000000000000
359,359,12,223349.414428710937500,632542.611816406250000,795.000000000000000
360,360,12,223361.833618164062500,632542.611816406250000,797.000000000000000
361,361,12,223374.252929687500000,632542.611816406250000,798.000000000000000
362,362,13,223386.672119140625000,632542.611816406250000,800.000000000000000
363,363,13,223399.091430664062500,632542.611816406250000,804.000000000000000
364,364,14,223411.510620117187500,632542.611816406250000,807.000000000000000
365,365,3,222778.130371093750000,632530.134521484375000,738.000000000000000
366,366,5,222790.549560546875000,632530.134521484375000,740.000000000000000
367,367,5,222802.968872070312500,632530.134521484375000,742.000000000000000
368,368,6,222815.388061523437500,632530.134521484375000,744.000000000000000
369,369,7,222827.807250976562500,632530.134521484375000,745.000000000000000
370,370,8,222840.226440429687500,632530.134521484375000,747.000000000000000
371,371,11,222852.645629882812500,632530.134521484375000,748.000000000000000
372,372,14,222865.064941406250000,632530.134521484375000,750.000000000000000
373,373,18,222877.484130859375000,632530.134521484375000,751.000000000000000
374,374,19,222889.903320312500000,632530.134521484375000,752.000000000000000
375,375,20,222902.322509765625000,632530.134521484375000,754.000000000000000
376,376,19,222914.741699218750000,632530.134521484375000,755.000000000000000
377,377,20,222927.161010742187500,632530.134521484375000,756.000000000000000
378,378,20,222939.580200195312500,632530.134521484375000,758.000000000000000
379,379,17,222951.999511718750000,632530.134521484375000,758.000000000000000
380,380,16,222964.418701171875000,632530.134521484375000,759.000000000000000
381,381,18,222976.837890625000000,632530.134521484375000,761.000000000000000
382,382,19,222989.257080078125000,632530.134521484375000,763.000000000000000
383,383,23,223001.676391601562500,632530.134521484375000,765.000000000000000
384,384,22,223014.095581054687500,632530.134521484375000,766.000000000000000
385,385,23,223026.514770507812500,632530.134521484375000,767.000000000000000
386,386,23,223038.933959960937500,632530.134521484375000,768.000000000000000
387,387,21,223051.353149414062500,632530.134521484375000,769.000000000000000
388,388,7,223063.772460937500000,632530.134521484375000,769.000000000000000
389,389,7,223076.191650390625000,632530.134521484375000,770.000000000000000
390,390,4,223088.610839843750000,632530.134521484375000,770.000000000000000
391,391,4,223101.030029296875000,632530.134521484375000,770.000000000000000
392,392,3,223113.449218750000000,632530.134521484375000,770.000000000000000
393,393,3,223125.868530273437500,632530.134521484375000,770.000000000000000
394,394,4,223138.287719726562500,632530.134521484375000,771.000000000000000
395,395,4,223150.706909179687500,632530.134521484375000,772.000000000000000
396,396,4,223163.126220703125000,632530.134521484375000,774.000000000000000
397,397,4,223175.545410156250000,632530.134521484375000,776.000000000000000
398,398,5,223187.964599609375000,632530.134521484375000,777.000000000000000
399,399,5,223200.383911132812500,632530.134521484375000,779.000000000000000
400,400,6,223212.803100585937500,632530.134521484375000,780.000000000000000
401,401,6,223225.222290039062500,632530.134521484375000,780.322299999999814
402,402,6,223237.641479492187500,632530.134521484375000,781.000000000000000
403,403,6,223250.060668945312500,632530.134521484375000,782.000000000000000
404,404,7,223262.479980468750000,632530.134521484375000,783.000000000000000
405,405,7,223274.899169921875000,632530.134521484375000,785.000000000000000
406,406,8,223287.318359375000000,632530.134521484375000,786.000000000000000
407,407,8,223299.737548828125000,632530.134521484375000,788.000000000000000
408,408,8,223312.156738281250000,632530.134521484375000,790.000000000000000
409,409,10,223324.575927734375000,632530.134521484375000,792.000000000000000
410,410,11,223336.995239257812500,632530.134521484375000,794.000000000000000
411,411,12,223349.414428710937500,632530.134521484375000,795.000000000000000
412,412,12,223361.833618164062500,632530.134521484375000,797.000000000000000
413,413,12,223374.252929687500000,632530.134521484375000,799.000000000000000
414,414,12,223386.672119140625000,632530.134521484375000,801.000000000000000
415,415,13,223399.091430664062500,632530.134521484375000,804.000000000000000
416,416,13,223411.510620117187500,632530.134521484375000,806.000000000000000
417,417,3,222778.130371093750000,632517.657348632812500,737.000000000000000
418,418,5,222790.549560546875000,632517.657348632812500,739.000000000000000
419,419,5,222802.968872070312500,632517.657348632812500,741.000000000000000
420,420,6,222815.388061523437500,632517.657348632812500,743.000000000000000
421,421,8,222827.807250976562500,632517.657348632812500,745.000000000000000
422,422,8,222840.226440429687500,632517.657348632812500,747.000000000000000
423,423,13,222852.645629882812500,632517.657348632812500,749.000000000000000
424,424,17,222865.064941406250000,632517.657348632812500,751.000000000000000
425,425,19,222877.484130859375000,632517.657348632812500,753.000000000000000
426,426,20,222889.903320312500000,632517.657348632812500,754.000000000000000
427,427,19,222902.322509765625000,632517.657348632812500,755.000000000000000
428,428,20,222914.741699218750000,632517.657348632812500,756.000000000000000
429,429,19,222927.161010742187500,632517.657348632812500,757.000000000000000
